rank,path_id,start_node,end_node,nodes,cost,time
13,39,"(14, 8)","(25, 0)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",17.72792206135786,14
14,50,"(0, 16)","(11, 8)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",20.313708498984763,17
15,5,"(0, 16)","(11, 8)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",20.313708498984763,17
16,49,"(0, 16)","(11, 8)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",20.313708498984763,17
17,20,"(20, 23)","(31, 15)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",20.899494936611667,18
18,35,"(20, 23)","(31, 15)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",20.899494936611667,18
19,19,"(20, 23)","(31, 15)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",20.899494936611667,18
20,14,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",23.55634918610405,19
21,34,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",23.55634918610405,19
22,13,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",23.55634918610405,19
23,33,"(14, 8)","(31, 15)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",23.55634918610405,19
24,56,"(0, 16)","(3, 31)","[(0, 16), (1, 17), (2, 18), (3, 19), (3, 20), (4, 21), (4, 22), (5, 23), (6, 23), (7, 23), (8, 24), (8, 25), (8, 26), (8, 27), (9, 28), (8, 29), (7, 29), (6, 29), (5, 30), (4, 29), (3, 30), (3, 31)]",25.55634918610405,21
25,6,"(0, 16)","(3, 31)","[(0, 16), (1, 17), (2, 18), (3, 19), (3, 20), (4, 21), (4, 22), (5, 23), (6, 23), (7, 23), (8, 24), (8, 25), (8, 26), (8, 27), (9, 28), (8, 29), (7, 29), (6, 29), (5, 30), (4, 29), (3, 30), (3, 31)]",25.55634918610405,21
26,55,"(0, 16)","(3, 31)","[(0, 16), (1, 17), (2, 18), (3, 19), (3, 20), (4, 21), (4, 22), (5, 23), (6, 23), (7, 23), (8, 24), (8, 25), (8, 26), (8, 27), (9, 28), (8, 29), (7, 29), (6, 29), (5, 30), (4, 29), (3, 30), (3, 31)]",25.55634918610405,21
27,26,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (30, 13), (31, 14), (31, 15)]",27.798989873223338,22
28,36,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (30, 13), (31, 14), (31, 15)]",27.798989873223338,22
29,25,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (30, 13), (31, 14), (31, 15)]",27.798989873223338,22
30,24,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (30, 13), (31, 14), (31, 15)]",27.798989873223338,22
31,54,"(28, 0)","(11, 8)","[(28, 0), (28, 1), (29, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 4), (23, 5), (22, 5), (21, 6), (20, 6), (19, 7), (19, 8), (18, 9), (17, 9), (16, 10), (15, 9), (14, 8), (13, 7), (12, 6), (11, 6), (10, 7), (11, 8)]",33.627416997969526,27
32,29,"(28, 0)","(11, 8)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 4), (23, 5), (22, 5), (21, 6), (20, 6), (19, 7), (19, 8), (18, 9), (17, 9), (16, 10), (15, 9), (14, 8), (13, 7), (12, 6), (11, 6), (10, 7), (11, 8)]",33.627416997969526,27
33,46,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",35.79898987322333,30
34,45,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",35.79898987322333,30
35,44,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",35.79898987322333,30
36,16,"(14, 8)","(17, 23)","[(14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",35.798989873223334,30
37,41,"(20, 23)","(25, 0)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (28, 16), (28, 15), (29, 14), (28, 13), (29, 12), (28, 11), (27, 11), (26, 10), (27, 9), (26, 8), (25, 7), (25, 6), (24, 5), (25, 4), (25, 3), (25, 2), (24, 1), (25, 0)]",39.45584412271571,32
38,21,"(20, 23)","(25, 0)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (28, 16), (28, 15), (29, 14), (28, 13), (29, 12), (28, 11), (27, 11), (26, 10), (27, 9), (26, 8), (25, 7), (25, 6), (24, 5), (24, 4), (23, 3), (23, 2), (24, 1), (25, 0)]",39.45584412271571,32
39,11,"(6, 31)","(11, 8)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",41.4558441227157,34
40,23,"(20, 23)","(11, 8)","[(20, 23), (19, 24), (20, 25), (21, 25), (22, 25), (23, 25), (24, 25), (25, 24), (25, 23), (25, 22), (25, 21), (25, 20), (25, 19), (26, 18), (27, 17), (26, 16), (25, 16), (24, 15), (23, 14), (23, 13), (23, 12), (22, 11), (21, 11), (20, 10), (19, 9), (18, 9), (17, 9), (16, 10), (15, 9), (14, 8), (13, 7), (12, 6), (11, 6), (10, 7), (11, 8)]",41.4558441227157,34
41,51,"(6, 31)","(11, 8)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",41.4558441227157,34
42,10,"(6, 31)","(11, 8)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 8)]",41.4558441227157,34
43,3,"(0, 16)","(25, 0)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",41.870057685088796,34
44,38,"(0, 16)","(25, 0)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",41.87005768508881,34
45,37,"(0, 16)","(25, 0)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",41.87005768508881,34
46,48,"(28, 0)","(17, 23)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (28, 13), (29, 14), (28, 15), (28, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",47.69848480983498,39
47,2,"(0, 16)","(31, 15)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",47.69848480983499,39
48,1,"(0, 16)","(31, 15)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",47.69848480983499,39
49,28,"(28, 0)","(17, 23)","[(28, 0), (28, 1), (28, 2), (29, 3), (30, 4), (30, 5), (29, 6), (28, 5), (27, 4), (26, 4), (25, 4), (24, 5), (25, 6), (25, 7), (26, 8), (27, 9), (26, 10), (27, 11), (28, 11), (29, 12), (28, 13), (29, 14), (28, 15), (28, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",47.698484809834994,39
50,32,"(0, 16)","(31, 15)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",47.698484809834994,39
51,31,"(0, 16)","(31, 15)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",47.698484809834994,39
52,30,"(0, 16)","(31, 15)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",47.698484809834994,39
53,18,"(14, 8)","(3, 31)","[(14, 8), (13, 7), (12, 6), (11, 6), (10, 7), (9, 6), (8, 5), (7, 6), (6, 7), (5, 7), (4, 7), (3, 7), (2, 8), (1, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (1, 17), (2, 18), (3, 19), (3, 20), (4, 21), (4, 22), (5, 23), (6, 23), (7, 23), (8, 24), (8, 25), (8, 26), (8, 27), (9, 28), (8, 29), (7, 29), (6, 29), (5, 30), (4, 29), (3, 30), (3, 31)]",49.69848480983499,41
54,43,"(0, 16)","(17, 23)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",59.94112549695425,50
55,4,"(0, 16)","(17, 23)","[(0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (26, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (25, 24), (24, 25), (23, 25), (22, 25), (21, 25), (20, 25), (19, 24), (18, 23), (17, 23)]",59.941125496954264,50
56,9,"(6, 31)","(25, 0)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",63.01219330881972,51
57,8,"(6, 31)","(25, 0)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 8), (19, 7), (19, 6), (19, 5), (20, 4), (21, 3), (22, 3), (23, 2), (24, 1), (25, 0)]",63.01219330881972,51
58,7,"(6, 31)","(31, 15)","[(6, 31), (7, 30), (8, 29), (9, 28), (8, 27), (8, 26), (8, 25), (8, 24), (7, 23), (6, 23), (5, 23), (4, 22), (4, 21), (3, 20), (3, 19), (2, 18), (1, 17), (0, 16), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (1, 9), (2, 8), (3, 7), (4, 7), (5, 7), (6, 7), (7, 6), (8, 5), (9, 6), (10, 7), (11, 6), (12, 6), (13, 7), (14, 8), (15, 9), (16, 10), (17, 9), (18, 9), (19, 9), (20, 10), (21, 11), (22, 11), (23, 12), (23, 13), (23, 14), (24, 15), (25, 16), (26, 16), (27, 17), (28, 16), (29, 15), (30, 15), (31, 15)]",68.8406204335659,56
