time_step,positions
1,"[(6, 25), (28, 31), (15, 13), (4, 5), (13, 14), (27, 17), (0, 27), (22, 27), (21, 11), (25, 20), (29, 23), (10, 15), (10, 8), (27, 27), (18, 1), (9, 28), (15, 12), (8, 21), (17, 28), (20, 1), (29, 28), (7, 23), (27, 1), (4, 28), (24, 14), (1, 26), (2, 29), (18, 17), (30, 6), (12, 13), (21, 3), (15, 2), (15, 18), (9, 14), (10, 17), (27, 26), (29, 12), (13, 7), (26, 2), (10, 1), (24, 10), (18, 1), (13, 30), (26, 29), (27, 27), (0, 18), (27, 30), (17, 12), (2, 15), (8, 2), (30, 27), (27, 27), (13, 4), (2, 13), (13, 16), (15, 16), (17, 12), (13, 21), (13, 27), (19, 5), (7, 1), (18, 31), (6, 6), (30, 27), (16, 30), (16, 16), (3, 28), (3, 19), (10, 6), (15, 28), (6, 9), (8, 11), (22, 14), (25, 12), (11, 21), (22, 0), (20, 10), (9, 23), (30, 18), (18, 28), (11, 12), (22, 27), (0, 2), (15, 2), (21, 7), (24, 7), (19, 8), (27, 21), (13, 21), (26, 26), (4, 26), (24, 3), (23, 19), (1, 2), (16, 19), (15, 7), (26, 13), (1, 6), (9, 16), (17, 20), (8, 7), (14, 10), (13, 21), (30, 26), (22, 10), (20, 1), (21, 12), (11, 5), (14, 15), (13, 16), (23, 29), (23, 8), (27, 18), (27, 4), (1, 28), (24, 26), (7, 21), (2, 26), (2, 31), (31, 28), (31, 28), (28, 12), (8, 11), (24, 6), (3, 7), (4, 15), (2, 13), (8, 3), (19, 18), (28, 4), (13, 27), (8, 29), (26, 30), (21, 25), (12, 23), (15, 13), (17, 26), (12, 20), (14, 15), (3, 18), (27, 27), (24, 24), (28, 12), (13, 16), (10, 20), (28, 9), (7, 23), (29, 6), (17, 10), (20, 12), (11, 20), (29, 1), (17, 10), (3, 3), (25, 2), (0, 5), (15, 26), (14, 10), (7, 1), (13, 19), (1, 4), (21, 9), (16, 30), (3, 20), (18, 3), (18, 7), (14, 31), (29, 6), (4, 13), (5, 29), (1, 25), (4, 1), (11, 11), (2, 10), (21, 30), (15, 20), (31, 31), (18, 25), (16, 8), (31, 31), (30, 9), (10, 28), (6, 15), (13, 3), (19, 20), (19, 19), (8, 21), (5, 0), (18, 13), (29, 17), (3, 0), (22, 31), (25, 5), (3, 25), (5, 3), (11, 28), (14, 29), (7, 23), (16, 7), (1, 18), (17, 1), (10, 22), (16, 30), (17, 28), (11, 11), (21, 26), (5, 14), (23, 4), (4, 2), (12, 1), (25, 19), (18, 14), (30, 15), (18, 17), (2, 22), (2, 29), (6, 31), (4, 15), (10, 30), (21, 24), (20, 27), (21, 22), (24, 1), (11, 8), (9, 14), (7, 21), (15, 4), (19, 5), (15, 12), (4, 1), (5, 29), (0, 7), (12, 6), (23, 17), (4, 17), (2, 9), (11, 28), (12, 22), (0, 18), (25, 24), (15, 11), (5, 26), (11, 28), (14, 23), (8, 24), (24, 9), (20, 6), (0, 29), (10, 13), (9, 18), (31, 9), (16, 1), (26, 9), (22, 2), (5, 14), (0, 12), (28, 19), (10, 23), (15, 4), (8, 5), (21, 7), (31, 31), (22, 27), (12, 18), (3, 5), (9, 6), (7, 1), (7, 10), (24, 30), (23, 15), (14, 10), (14, 10), (18, 14), (13, 30), (23, 4), (5, 11), (16, 3), (0, 24), (21, 24), (18, 17), (18, 9), (28, 3), (21, 22), (26, 14), (16, 22), (7, 15), (7, 23), (22, 10), (25, 18), (23, 25), (0, 22), (9, 30), (29, 1), (10, 13), (20, 16), (6, 6), (7, 19), (18, 25), (11, 11), (8, 25), (9, 23), (9, 30), (3, 19), (9, 18), (10, 15), (7, 13), (15, 6), (8, 24), (5, 17), (21, 12), (6, 4), (13, 3), (13, 3), (7, 9), (0, 20), (5, 22), (18, 14), (16, 5), (20, 1), (10, 30), (19, 5), (3, 8), (3, 3), (19, 11), (3, 12), (2, 22), (11, 1), (5, 20), (21, 28), (31, 1), (25, 24), (30, 18), (22, 27), (7, 13), (7, 27), (25, 4), (3, 20), (3, 7), (14, 9), (28, 16), (7, 21), (22, 27), (29, 8), (11, 11), (16, 5), (21, 9), (18, 7), (1, 28), (15, 1), (19, 11), (17, 30), (31, 17), (9, 15), (1, 14), (5, 5), (2, 6), (29, 21), (6, 31), (24, 14), (16, 30), (5, 19), (10, 13), (16, 5), (21, 9), (30, 15), (16, 30), (18, 28), (21, 17), (23, 8), (3, 18), (24, 22), (10, 30), (8, 12), (27, 27), (24, 1), (11, 8), (29, 29), (8, 11), (8, 11), (6, 11), (23, 4), (24, 26), (3, 5), (20, 0), (9, 15), (10, 4), (28, 30), (27, 10), (12, 15), (6, 27), (12, 23), (12, 25), (31, 20), (21, 4), (20, 20), (4, 2), (26, 22), (31, 20), (19, 2), (20, 0), (23, 15), (26, 19), (19, 15), (31, 24), (13, 25), (13, 27), (5, 26), (30, 0), (4, 28), (17, 4), (24, 30), (0, 22), (16, 24), (3, 16), (18, 3), (21, 24), (16, 22), (5, 19), (30, 30), (3, 25), (0, 16), (24, 17), (11, 18), (6, 11), (5, 18), (28, 4), (26, 0), (24, 23), (17, 4), (24, 14), (30, 22), (29, 23), (25, 18), (8, 3), (15, 26), (4, 1), (27, 10), (17, 10), (8, 29), (12, 10), (12, 10), (22, 19), (22, 5), (12, 25), (20, 20), (23, 21), (13, 7), (21, 26), (15, 2), (28, 31), (14, 19), (22, 17), (25, 28), (27, 1), (27, 23), (11, 7), (22, 31), (19, 8), (1, 28), (9, 16), (3, 5), (21, 26), (31, 7), (8, 24), (2, 1), (5, 10), (7, 21), (8, 12), (7, 16), (27, 19), (18, 3), (5, 0), (21, 8), (23, 12), (18, 21), (9, 0), (3, 28), (27, 12), (29, 19), (15, 20), (30, 6), (0, 12), (16, 26), (19, 22), (5, 22), (18, 31), (26, 7), (7, 13), (2, 26), (7, 21), (25, 20), (22, 27), (20, 1), (2, 9), (3, 24), (27, 27), (20, 0), (15, 1), (22, 2), (23, 20), (12, 18), (21, 7), (31, 9), (5, 9), (17, 30), (15, 11), (19, 22), (10, 30), (18, 3), (27, 21), (31, 4), (9, 14), (29, 21), (10, 3), (20, 27), (6, 6), (13, 27), (21, 28), (31, 31), (2, 11), (18, 26), (8, 12), (10, 2), (28, 24), (31, 1), (0, 31), (30, 12), (17, 28), (28, 30), (12, 25), (24, 22), (2, 29), (11, 5), (2, 15), (30, 6), (29, 26), (24, 23), (5, 9), (15, 1), (6, 2), (19, 28), (23, 2), (13, 4), (9, 15), (18, 21), (11, 25), (15, 16), (19, 15), (14, 23), (4, 15), (12, 31), (19, 22), (14, 17), (20, 16), (19, 11), (26, 3), (12, 6), (1, 18), (28, 31), (1, 26), (28, 19), (13, 12), (9, 4), (1, 2), (23, 20), (14, 29), (10, 23), (26, 16), (8, 29), (2, 13), (18, 31), (18, 28), (9, 18), (2, 22), (4, 13), (18, 17), (24, 7), (6, 9), (26, 26), (29, 19), (20, 1), (24, 6), (6, 25), (29, 29), (21, 17), (4, 1), (13, 27), (21, 15), (1, 21), (24, 30), (3, 28), (7, 15), (12, 25), (13, 30), (7, 31), (27, 7), (4, 30), (6, 15), (1, 26), (1, 16), (3, 25), (20, 16), (28, 24), (23, 22), (2, 10), (28, 16), (14, 2), (27, 26), (11, 31), (14, 0), (1, 30), (10, 10), (21, 30), (11, 13), (16, 30), (17, 16), (11, 4), (12, 22), (6, 11), (7, 27), (25, 24), (13, 21), (4, 28), (20, 30), (17, 10), (20, 16), (3, 16), (12, 15), (3, 20), (13, 27), (22, 5), (3, 7), (5, 24), (7, 23), (21, 30), (17, 30), (20, 10), (16, 3), (24, 28), (28, 22), (31, 24), (17, 22), (6, 6), (0, 14), (10, 0), (17, 11), (5, 9), (6, 11), (21, 25), (19, 19), (22, 19), (9, 26), (7, 19), (2, 31), (16, 14), (6, 4), (20, 13), (21, 24), (21, 28), (2, 13), (2, 11), (9, 26), (18, 3), (25, 5), (16, 8), (10, 28), (29, 26), (31, 14), (17, 22), (12, 1), (7, 9), (17, 18), (24, 14), (27, 21), (5, 17), (2, 29), (1, 2), (12, 1), (21, 4), (27, 7), (13, 30), (10, 10), (8, 3), (23, 19), (28, 0), (27, 14), (5, 7), (11, 28), (17, 28), (15, 26), (19, 18), (31, 31), (1, 4), (27, 1), (14, 6), (29, 13), (14, 24), (24, 6), (2, 13), (8, 21), (25, 20), (13, 0), (15, 20), (28, 22), (31, 12), (4, 1), (14, 24), (23, 12), (0, 2), (12, 23), (14, 23), (24, 16), (19, 20), (22, 14), (2, 29), (26, 3), (22, 19), (25, 27), (23, 20), (7, 5), (17, 30), (7, 30), (3, 14), (13, 30), (21, 23), (9, 4), (30, 6), (16, 5), (9, 26), (1, 8), (15, 31), (7, 5), (25, 11), (10, 22), (17, 6), (16, 22), (11, 16), (24, 10), (11, 20), (14, 15), (8, 11), (14, 29), (21, 30), (26, 11), (13, 12), (7, 1), (26, 22), (8, 2), (17, 4), (24, 22), (2, 11), (3, 19), (28, 12), (1, 6), (3, 31), (19, 30), (1, 14), (22, 10), (25, 8), (20, 23)]"
2,"[(6, 25), (27, 30), (15, 13), (4, 5), (13, 12), (27, 17), (0, 27), (22, 27), (20, 10), (25, 20), (28, 22), (10, 15), (10, 10), (26, 26), (18, 1), (9, 28), (15, 12), (8, 21), (17, 28), (20, 1), (29, 28), (9, 23), (26, 2), (4, 28), (24, 14), (1, 26), (2, 31), (17, 16), (30, 6), (12, 13), (21, 3), (15, 2), (15, 18), (9, 14), (11, 18), (27, 26), (29, 10), (12, 6), (27, 1), (9, 0), (24, 10), (17, 0), (13, 30), (25, 28), (27, 27), (0, 18), (26, 29), (17, 12), (2, 15), (8, 2), (30, 27), (27, 27), (13, 4), (2, 13), (13, 16), (15, 16), (18, 13), (13, 21), (13, 27), (18, 4), (7, 1), (18, 31), (6, 6), (30, 27), (16, 30), (16, 16), (3, 28), (2, 18), (11, 7), (15, 28), (6, 11), (8, 11), (22, 14), (26, 13), (10, 22), (22, 0), (19, 11), (9, 23), (30, 18), (18, 28), (10, 13), (22, 27), (0, 4), (15, 2), (21, 7), (26, 7), (19, 8), (27, 21), (13, 21), (26, 26), (4, 26), (24, 3), (23, 17), (1, 0), (16, 19), (15, 7), (25, 12), (1, 6), (7, 16), (17, 20), (8, 7), (15, 11), (13, 21), (30, 26), (23, 11), (20, 1), (23, 12), (11, 5), (15, 14), (13, 16), (23, 29), (24, 7), (27, 18), (27, 4), (3, 28), (24, 26), (7, 21), (2, 26), (2, 31), (31, 28), (31, 28), (28, 12), (7, 10), (26, 6), (2, 8), (4, 13), (4, 13), (9, 4), (19, 18), (28, 4), (13, 27), (9, 28), (26, 30), (21, 25), (14, 23), (15, 13), (17, 28), (12, 22), (15, 16), (4, 17), (27, 27), (24, 24), (29, 13), (13, 16), (9, 19), (29, 8), (7, 23), (29, 6), (17, 10), (20, 10), (11, 18), (28, 0), (17, 10), (3, 3), (25, 0), (0, 7), (15, 26), (14, 10), (8, 2), (13, 19), (1, 4), (21, 9), (16, 30), (4, 21), (18, 3), (18, 7), (14, 31), (29, 6), (4, 13), (5, 29), (0, 24), (2, 1), (11, 11), (2, 10), (21, 30), (15, 20), (31, 31), (19, 24), (16, 8), (31, 31), (30, 9), (10, 28), (6, 15), (14, 2), (18, 21), (19, 19), (8, 21), (5, 0), (18, 13), (29, 17), (3, 0), (22, 31), (24, 6), (3, 25), (5, 3), (11, 28), (14, 29), (7, 21), (16, 7), (1, 18), (17, 1), (10, 20), (16, 30), (17, 28), (10, 10), (21, 26), (5, 14), (23, 2), (4, 2), (12, 1), (25, 19), (18, 14), (30, 15), (18, 17), (2, 22), (1, 28), (5, 30), (3, 16), (10, 30), (21, 24), (20, 27), (21, 22), (25, 2), (11, 8), (9, 14), (7, 21), (15, 4), (19, 5), (13, 12), (4, 1), (5, 29), (1, 8), (11, 5), (23, 17), (4, 17), (2, 9), (11, 26), (11, 21), (0, 18), (25, 24), (15, 11), (5, 24), (13, 28), (14, 23), (8, 24), (23, 8), (20, 6), (0, 29), (10, 13), (8, 17), (30, 10), (17, 0), (28, 9), (21, 3), (5, 14), (0, 12), (27, 18), (10, 25), (15, 4), (8, 5), (21, 7), (31, 31), (22, 27), (13, 19), (3, 5), (9, 4), (7, 1), (8, 11), (24, 30), (23, 17), (14, 10), (15, 11), (18, 14), (13, 30), (25, 4), (5, 11), (16, 3), (0, 24), (21, 24), (17, 16), (18, 9), (28, 3), (21, 22), (25, 15), (16, 22), (7, 13), (7, 23), (21, 11), (24, 17), (23, 25), (1, 21), (9, 30), (30, 2), (9, 14), (19, 15), (6, 6), (7, 19), (19, 24), (11, 11), (8, 25), (9, 23), (7, 30), (4, 20), (9, 16), (10, 15), (8, 12), (17, 6), (8, 24), (5, 17), (21, 12), (6, 4), (13, 3), (14, 2), (8, 8), (0, 20), (6, 23), (19, 15), (17, 4), (20, 1), (10, 30), (19, 5), (3, 8), (3, 3), (19, 11), (4, 11), (2, 22), (11, 1), (5, 20), (21, 28), (31, 1), (24, 23), (30, 18), (22, 27), (7, 13), (7, 27), (23, 4), (3, 20), (3, 7), (14, 9), (26, 16), (7, 19), (22, 27), (28, 9), (12, 10), (17, 6), (20, 10), (18, 7), (0, 29), (15, 1), (19, 11), (17, 30), (30, 18), (9, 15), (1, 14), (5, 5), (2, 6), (29, 21), (7, 30), (24, 12), (16, 30), (3, 19), (10, 13), (17, 6), (20, 10), (31, 16), (16, 30), (19, 27), (21, 17), (21, 8), (3, 16), (24, 22), (10, 30), (8, 12), (27, 27), (24, 1), (11, 8), (29, 29), (8, 11), (8, 11), (6, 11), (23, 4), (25, 25), (3, 5), (20, 0), (9, 15), (11, 5), (28, 30), (28, 9), (12, 13), (7, 28), (10, 23), (11, 26), (31, 22), (21, 4), (20, 20), (4, 4), (26, 22), (30, 19), (19, 2), (20, 0), (24, 14), (26, 19), (20, 16), (30, 23), (13, 27), (13, 27), (5, 24), (28, 0), (4, 28), (18, 3), (23, 29), (0, 22), (16, 24), (3, 16), (18, 3), (20, 23), (16, 20), (7, 19), (30, 30), (4, 26), (0, 16), (25, 18), (10, 17), (6, 11), (5, 18), (28, 4), (26, 0), (24, 23), (17, 6), (25, 15), (30, 22), (28, 24), (27, 18), (8, 3), (15, 26), (4, 1), (28, 9), (17, 10), (8, 29), (11, 11), (13, 9), (22, 19), (22, 5), (12, 25), (20, 20), (23, 21), (14, 6), (21, 26), (16, 1), (28, 31), (14, 19), (22, 17), (25, 28), (26, 2), (27, 23), (13, 7), (22, 31), (19, 8), (0, 29), (7, 16), (3, 5), (22, 27), (31, 7), (8, 24), (1, 0), (5, 10), (7, 21), (8, 12), (6, 17), (27, 19), (18, 3), (5, 0), (19, 8), (23, 12), (17, 20), (9, 0), (3, 28), (27, 12), (29, 19), (15, 20), (30, 6), (0, 12), (16, 26), (18, 23), (4, 23), (18, 31), (24, 7), (7, 13), (4, 26), (7, 21), (25, 20), (22, 27), (20, 1), (3, 8), (4, 23), (27, 27), (20, 0), (15, 1), (22, 2), (23, 20), (12, 18), (21, 5), (31, 9), (5, 9), (17, 30), (15, 11), (21, 22), (10, 30), (18, 3), (27, 21), (30, 3), (9, 14), (29, 21), (12, 3), (21, 28), (6, 6), (13, 27), (21, 28), (31, 31), (4, 11), (19, 27), (8, 12), (11, 1), (28, 24), (30, 0), (0, 31), (30, 10), (17, 28), (28, 30), (12, 25), (24, 22), (2, 31), (10, 4), (2, 15), (30, 6), (29, 26), (23, 22), (5, 9), (14, 2), (6, 2), (19, 28), (22, 3), (13, 4), (7, 15), (18, 21), (11, 25), (15, 16), (20, 16), (14, 23), (3, 16), (12, 31), (18, 21), (14, 17), (21, 17), (17, 11), (26, 3), (12, 6), (1, 18), (28, 31), (2, 27), (28, 19), (12, 13), (9, 6), (1, 4), (22, 19), (14, 29), (10, 25), (27, 17), (8, 29), (2, 13), (17, 30), (18, 28), (10, 17), (2, 22), (4, 13), (18, 17), (25, 8), (6, 9), (26, 26), (29, 19), (18, 1), (24, 6), (6, 25), (29, 29), (21, 17), (4, 1), (13, 27), (23, 15), (1, 21), (24, 30), (4, 27), (9, 15), (12, 25), (13, 30), (7, 31), (27, 7), (4, 30), (5, 14), (1, 26), (1, 16), (2, 26), (21, 17), (28, 24), (23, 22), (0, 10), (28, 16), (14, 2), (27, 26), (11, 31), (14, 0), (1, 30), (10, 10), (21, 28), (11, 13), (16, 30), (18, 17), (12, 3), (13, 21), (6, 11), (7, 27), (25, 24), (13, 21), (5, 29), (20, 30), (17, 10), (21, 15), (4, 15), (10, 15), (3, 20), (13, 27), (23, 4), (3, 7), (6, 23), (7, 23), (21, 30), (18, 31), (20, 10), (16, 3), (24, 28), (28, 22), (31, 26), (17, 22), (6, 6), (0, 14), (10, 0), (17, 11), (5, 9), (6, 11), (21, 25), (19, 19), (22, 17), (9, 26), (7, 19), (2, 31), (16, 16), (6, 4), (20, 13), (21, 24), (21, 28), (2, 13), (2, 11), (9, 26), (18, 1), (24, 6), (16, 8), (10, 28), (29, 26), (30, 15), (18, 21), (12, 3), (8, 8), (17, 18), (26, 14), (27, 21), (5, 17), (2, 31), (1, 2), (12, 1), (21, 4), (27, 7), (13, 30), (10, 10), (8, 3), (25, 19), (27, 1), (27, 14), (5, 7), (11, 28), (17, 30), (14, 25), (18, 17), (31, 31), (1, 4), (29, 1), (14, 6), (28, 12), (13, 25), (24, 6), (2, 13), (8, 19), (26, 19), (13, 0), (15, 20), (29, 23), (31, 12), (5, 0), (15, 25), (23, 12), (0, 2), (12, 25), (12, 23), (25, 15), (17, 20), (21, 15), (2, 27), (26, 3), (22, 19), (26, 26), (22, 19), (7, 5), (18, 31), (6, 31), (3, 14), (13, 30), (21, 23), (9, 4), (30, 6), (16, 5), (9, 26), (0, 7), (15, 31), (7, 5), (24, 12), (9, 23), (18, 7), (16, 22), (11, 16), (22, 10), (10, 19), (15, 14), (8, 11), (13, 30), (21, 28), (25, 10), (13, 12), (7, 1), (26, 22), (9, 3), (16, 5), (24, 22), (0, 11), (3, 19), (28, 12), (1, 6), (3, 31), (18, 31), (1, 14), (23, 11), (25, 8), (20, 23)]"
3,"[(5, 26), (27, 30), (16, 14), (4, 5), (13, 12), (28, 16), (0, 27), (22, 27), (21, 9), (23, 20), (28, 22), (10, 15), (10, 10), (26, 26), (17, 0), (7, 28), (15, 12), (8, 21), (17, 28), (22, 1), (29, 28), (7, 23), (27, 1), (4, 30), (24, 14), (1, 26), (2, 29), (18, 15), (31, 5), (13, 14), (21, 3), (16, 1), (15, 18), (9, 14), (11, 18), (27, 26), (29, 12), (14, 6), (26, 0), (9, 0), (25, 11), (18, 1), (12, 29), (26, 29), (27, 27), (0, 18), (27, 30), (17, 12), (2, 15), (8, 2), (30, 27), (27, 27), (13, 4), (3, 12), (13, 16), (15, 16), (17, 12), (13, 21), (13, 25), (19, 5), (7, 1), (19, 30), (5, 5), (30, 27), (16, 30), (16, 16), (3, 28), (3, 19), (12, 6), (15, 28), (6, 11), (8, 11), (22, 14), (26, 13), (12, 22), (22, 0), (20, 10), (9, 23), (30, 18), (18, 28), (10, 13), (22, 27), (0, 4), (15, 2), (21, 7), (24, 7), (19, 8), (27, 21), (13, 21), (27, 27), (4, 24), (24, 3), (23, 19), (1, 2), (16, 19), (16, 8), (25, 12), (1, 6), (8, 17), (17, 20), (9, 6), (14, 10), (13, 21), (30, 26), (22, 10), (22, 1), (23, 12), (12, 6), (14, 15), (13, 16), (23, 29), (24, 7), (27, 18), (27, 4), (3, 28), (24, 26), (7, 23), (3, 25), (2, 31), (31, 28), (31, 28), (28, 12), (7, 10), (24, 6), (2, 8), (4, 15), (4, 13), (9, 4), (19, 18), (28, 4), (13, 27), (9, 30), (26, 30), (21, 25), (12, 23), (15, 13), (17, 26), (12, 22), (14, 15), (3, 18), (27, 27), (24, 24), (29, 13), (13, 16), (9, 19), (29, 10), (7, 23), (30, 5), (17, 10), (20, 10), (11, 18), (29, 1), (17, 10), (4, 2), (25, 2), (0, 7), (14, 25), (14, 10), (7, 1), (12, 18), (3, 4), (21, 9), (16, 30), (3, 20), (18, 3), (17, 6), (14, 31), (29, 6), (4, 15), (5, 29), (1, 25), (2, 1), (11, 11), (2, 10), (21, 28), (15, 20), (31, 31), (19, 24), (16, 8), (31, 31), (30, 9), (10, 28), (6, 17), (14, 2), (17, 20), (19, 19), (8, 21), (5, 0), (17, 12), (29, 17), (3, 0), (22, 31), (24, 6), (3, 25), (5, 3), (13, 28), (14, 29), (7, 23), (18, 7), (2, 17), (17, 1), (10, 22), (16, 30), (17, 28), (12, 10), (20, 27), (5, 14), (23, 4), (4, 2), (12, 1), (25, 19), (17, 15), (29, 14), (18, 17), (1, 21), (0, 29), (5, 30), (3, 16), (10, 30), (21, 24), (22, 27), (21, 22), (25, 0), (11, 8), (9, 14), (7, 21), (15, 4), (20, 6), (13, 12), (5, 0), (4, 28), (0, 7), (11, 5), (23, 17), (4, 17), (1, 8), (11, 26), (11, 21), (0, 16), (25, 24), (15, 11), (5, 26), (13, 28), (14, 23), (8, 24), (24, 9), (21, 5), (0, 29), (10, 13), (9, 18), (31, 9), (16, 1), (27, 10), (22, 2), (5, 14), (0, 12), (27, 18), (10, 25), (15, 4), (8, 5), (21, 7), (31, 31), (22, 27), (13, 19), (3, 5), (9, 6), (7, 1), (7, 10), (23, 29), (23, 15), (14, 10), (14, 10), (16, 14), (13, 30), (23, 4), (5, 11), (16, 3), (1, 25), (21, 24), (17, 16), (18, 9), (28, 3), (21, 22), (25, 15), (16, 22), (7, 15), (7, 23), (21, 11), (25, 18), (23, 25), (1, 21), (9, 30), (29, 1), (10, 15), (19, 15), (6, 6), (7, 19), (18, 25), (11, 11), (8, 25), (9, 23), (7, 30), (3, 19), (9, 18), (10, 15), (8, 12), (16, 5), (8, 24), (5, 17), (21, 12), (6, 4), (14, 2), (13, 3), (7, 9), (0, 20), (6, 23), (18, 14), (17, 4), (20, 1), (10, 30), (18, 4), (3, 8), (3, 3), (19, 11), (4, 11), (2, 22), (10, 2), (5, 20), (21, 28), (30, 0), (25, 24), (30, 18), (21, 26), (8, 12), (7, 27), (23, 4), (3, 20), (3, 7), (14, 9), (28, 16), (7, 19), (22, 27), (29, 8), (11, 11), (17, 6), (20, 10), (18, 7), (2, 29), (15, 1), (19, 11), (18, 31), (30, 18), (7, 15), (1, 14), (4, 4), (2, 6), (29, 21), (7, 30), (24, 12), (16, 30), (3, 19), (9, 14), (15, 6), (22, 10), (30, 15), (16, 30), (19, 27), (21, 17), (23, 8), (3, 16), (23, 21), (10, 30), (8, 12), (27, 27), (23, 2), (13, 8), (29, 29), (8, 11), (6, 11), (6, 11), (22, 5), (24, 26), (3, 5), (20, 0), (7, 15), (11, 5), (29, 29), (27, 10), (13, 14), (7, 28), (12, 23), (12, 25), (31, 22), (21, 4), (20, 20), (4, 4), (26, 22), (31, 20), (19, 2), (22, 0), (22, 14), (26, 19), (19, 15), (30, 23), (13, 27), (13, 27), (6, 25), (28, 0), (5, 29), (17, 4), (24, 28), (0, 22), (17, 23), (2, 17), (18, 3), (20, 23), (16, 20), (5, 19), (30, 30), (3, 25), (0, 16), (24, 17), (10, 17), (6, 11), (5, 18), (28, 4), (26, 2), (24, 23), (16, 5), (25, 15), (30, 22), (29, 23), (26, 19), (8, 3), (15, 26), (4, 1), (29, 10), (17, 10), (7, 28), (12, 10), (12, 10), (22, 19), (22, 5), (12, 25), (20, 20), (23, 21), (14, 8), (21, 26), (15, 2), (28, 31), (14, 19), (22, 17), (26, 29), (27, 1), (27, 23), (11, 7), (21, 30), (18, 7), (0, 29), (9, 16), (3, 5), (22, 27), (31, 7), (8, 24), (1, 0), (4, 11), (7, 21), (8, 12), (7, 16), (27, 19), (18, 3), (5, 0), (21, 8), (23, 12), (17, 20), (9, 0), (3, 28), (27, 14), (29, 19), (15, 20), (30, 6), (0, 12), (16, 26), (19, 22), (4, 21), (19, 30), (24, 7), (7, 13), (4, 26), (7, 23), (25, 20), (21, 26), (20, 1), (3, 8), (3, 24), (27, 27), (20, 0), (15, 1), (22, 2), (25, 20), (12, 18), (21, 7), (31, 9), (5, 9), (17, 28), (17, 11), (20, 23), (10, 30), (18, 3), (27, 21), (31, 4), (9, 14), (29, 21), (12, 3), (19, 28), (7, 7), (13, 25), (21, 28), (31, 31), (3, 12), (18, 26), (8, 12), (11, 1), (28, 24), (30, 0), (0, 31), (30, 10), (17, 26), (28, 30), (12, 25), (24, 22), (2, 29), (11, 5), (2, 15), (29, 7), (29, 26), (23, 22), (5, 9), (15, 1), (6, 2), (19, 30), (23, 4), (13, 4), (9, 15), (19, 20), (11, 25), (15, 16), (19, 15), (14, 23), (4, 15), (12, 31), (19, 22), (14, 17), (21, 15), (19, 11), (26, 3), (13, 5), (1, 18), (28, 31), (2, 27), (28, 19), (11, 12), (9, 4), (1, 2), (22, 19), (14, 29), (10, 25), (27, 17), (8, 29), (2, 13), (17, 30), (18, 28), (10, 17), (2, 22), (4, 13), (18, 17), (24, 7), (6, 9), (25, 25), (30, 18), (20, 1), (24, 6), (6, 25), (29, 29), (21, 17), (5, 0), (13, 27), (23, 15), (1, 21), (25, 31), (3, 28), (7, 15), (11, 26), (13, 30), (7, 31), (29, 7), (4, 30), (4, 15), (1, 28), (1, 16), (2, 26), (21, 17), (28, 24), (21, 22), (0, 10), (28, 16), (15, 1), (27, 26), (11, 31), (14, 0), (1, 30), (10, 10), (21, 30), (11, 13), (16, 30), (17, 16), (12, 3), (13, 21), (6, 11), (7, 27), (25, 24), (13, 21), (4, 30), (20, 30), (17, 10), (19, 15), (4, 15), (10, 15), (3, 20), (13, 27), (22, 5), (3, 7), (6, 23), (7, 23), (21, 30), (18, 31), (19, 11), (16, 3), (23, 29), (28, 22), (31, 26), (17, 20), (6, 6), (0, 14), (11, 1), (17, 11), (5, 9), (7, 10), (21, 25), (19, 19), (22, 19), (9, 26), (7, 19), (2, 31), (17, 15), (6, 4), (20, 13), (19, 24), (21, 28), (2, 13), (3, 12), (9, 26), (18, 3), (24, 6), (16, 8), (10, 28), (30, 27), (30, 13), (17, 20), (12, 1), (8, 8), (17, 18), (26, 14), (27, 21), (5, 17), (2, 29), (3, 2), (12, 1), (21, 4), (27, 7), (13, 30), (10, 10), (8, 3), (25, 19), (27, 1), (28, 15), (5, 7), (11, 28), (17, 28), (15, 26), (18, 17), (31, 31), (1, 4), (28, 0), (13, 5), (28, 12), (13, 25), (24, 6), (2, 13), (8, 19), (26, 19), (13, 0), (16, 19), (27, 23), (31, 12), (5, 0), (14, 24), (23, 12), (0, 0), (12, 23), (14, 23), (23, 15), (19, 20), (22, 14), (2, 29), (26, 3), (22, 19), (27, 27), (23, 20), (7, 5), (17, 30), (7, 30), (3, 14), (13, 30), (21, 23), (9, 4), (30, 6), (15, 6), (9, 26), (0, 7), (15, 31), (7, 5), (25, 11), (9, 23), (18, 7), (16, 22), (11, 16), (24, 10), (11, 20), (14, 15), (8, 11), (14, 29), (21, 30), (27, 10), (13, 12), (7, 1), (26, 22), (8, 2), (17, 4), (24, 22), (2, 11), (2, 18), (28, 12), (1, 6), (4, 30), (17, 30), (1, 14), (22, 10), (26, 9), (19, 24)]"
