rank,path_id,start_node,end_node,nodes,cost,time
61,9,"(0, 8)","(11, 0)","[(0, 8), (1, 8), (2, 8), (3, 8), (4, 7), (5, 7), (6, 8), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (13, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",22.313708498984763,19
62,50,"(0, 8)","(11, 0)","[(0, 8), (1, 8), (2, 8), (3, 8), (4, 7), (5, 7), (6, 8), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (13, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",22.313708498984763,19
63,15,"(4, 15)","(11, 0)","[(4, 15), (4, 14), (4, 13), (5, 12), (5, 11), (6, 10), (6, 9), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (14, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",22.72792206135786,19
64,51,"(4, 15)","(11, 0)","[(4, 15), (4, 14), (4, 13), (5, 12), (5, 11), (6, 10), (6, 9), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (13, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",22.72792206135786,19
65,6,"(0, 0)","(1, 15)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 10), (4, 11), (5, 12), (4, 13), (4, 14), (3, 15), (2, 14), (1, 15)]",22.970562748477146,18
66,67,"(0, 0)","(1, 15)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (4, 7), (4, 8), (4, 9), (3, 10), (4, 11), (5, 12), (4, 13), (4, 14), (3, 15), (2, 14), (1, 15)]",22.970562748477146,18
67,72,"(14, 0)","(1, 15)","[(14, 0), (14, 1), (14, 2), (14, 3), (13, 4), (13, 5), (12, 6), (11, 6), (10, 6), (9, 7), (8, 8), (7, 8), (6, 9), (6, 10), (5, 11), (5, 12), (4, 13), (4, 14), (3, 15), (2, 14), (1, 15)]",24.142135623730955,20
68,36,"(14, 0)","(1, 15)","[(14, 0), (14, 1), (14, 2), (14, 3), (13, 4), (13, 5), (12, 6), (11, 6), (10, 6), (9, 7), (8, 8), (7, 8), (6, 9), (6, 10), (5, 11), (5, 12), (4, 13), (4, 14), (3, 15), (2, 14), (1, 15)]",24.142135623730955,20
69,1,"(0, 0)","(15, 15)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 9), (10, 10), (11, 11), (11, 12), (11, 13), (12, 14), (13, 14), (14, 15), (15, 15)]",24.970562748477146,20
70,37,"(0, 0)","(15, 15)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 9), (10, 10), (11, 11), (11, 12), (11, 13), (12, 14), (13, 14), (14, 15), (15, 15)]",24.970562748477146,20
71,3,"(0, 0)","(11, 0)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (13, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",27.384776310850242,22
72,49,"(0, 0)","(11, 0)","[(0, 0), (1, 1), (0, 2), (1, 3), (1, 4), (2, 5), (3, 5), (4, 6), (5, 7), (6, 8), (7, 8), (8, 8), (9, 7), (10, 6), (11, 6), (12, 6), (13, 5), (13, 4), (14, 3), (14, 2), (13, 1), (12, 0), (11, 0)]",27.384776310850242,22
