rank,path_id,start_node,end_node,nodes,cost,time
45,24,"(7, 4)","(1, 15)","[(7, 4), (6, 5), (5, 6), (4, 7), (3, 8), (2, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (1, 15)]",13.485281374238571,11
46,60,"(14, 0)","(8, 11)","[(14, 0), (13, 1), (12, 2), (11, 3), (11, 4), (11, 5), (10, 6), (9, 7), (8, 8), (8, 9), (8, 10), (8, 11)]",13.485281374238571,11
47,34,"(14, 0)","(8, 11)","[(14, 0), (13, 1), (12, 2), (11, 3), (10, 4), (9, 5), (8, 6), (8, 7), (8, 8), (8, 9), (8, 10), (8, 11)]",13.485281374238571,11
48,70,"(7, 4)","(1, 15)","[(7, 4), (6, 5), (5, 6), (4, 7), (4, 8), (4, 9), (3, 10), (2, 11), (1, 12), (1, 13), (1, 14), (1, 15)]",13.485281374238571,11
49,19,"(7, 4)","(15, 15)","[(7, 4), (7, 5), (7, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",14.313708498984763,11
50,55,"(0, 0)","(8, 11)","[(0, 0), (0, 1), (0, 2), (0, 3), (1, 4), (2, 5), (3, 6), (4, 7), (5, 8), (6, 9), (7, 10), (8, 11)]",14.313708498984763,11
51,4,"(0, 0)","(8, 11)","[(0, 0), (0, 1), (0, 2), (0, 3), (1, 4), (2, 5), (3, 6), (4, 7), (5, 8), (6, 9), (7, 10), (8, 11)]",14.313708498984763,11
52,9,"(0, 8)","(11, 0)","[(0, 8), (1, 7), (2, 6), (3, 5), (4, 4), (5, 3), (6, 2), (7, 1), (8, 0), (9, 0), (10, 0), (11, 0)]",14.313708498984763,11
53,14,"(4, 15)","(15, 7)","[(4, 15), (5, 14), (6, 13), (7, 12), (8, 11), (9, 10), (10, 9), (11, 8), (12, 7), (13, 7), (14, 7), (15, 7)]",14.313708498984763,11
54,40,"(7, 4)","(15, 15)","[(7, 4), (7, 5), (7, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",14.313708498984763,11
55,45,"(4, 15)","(15, 7)","[(4, 15), (5, 14), (6, 13), (7, 12), (8, 11), (9, 10), (10, 9), (11, 8), (12, 7), (13, 7), (14, 7), (15, 7)]",14.313708498984763,11
56,50,"(0, 8)","(11, 0)","[(0, 8), (1, 7), (2, 6), (3, 5), (4, 4), (5, 3), (6, 2), (7, 1), (8, 0), (9, 0), (10, 0), (11, 0)]",14.313708498984763,11
57,6,"(0, 0)","(1, 15)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (1, 15)]",15.414213562373096,15
58,8,"(0, 8)","(15, 7)","[(0, 8), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (15, 7)]",15.414213562373096,15
59,31,"(14, 0)","(15, 15)","[(14, 0), (14, 1), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (14, 13), (14, 14), (15, 15)]",15.414213562373096,15
60,42,"(14, 0)","(15, 15)","[(14, 0), (14, 1), (14, 2), (14, 3), (14, 4), (14, 5), (14, 6), (14, 7), (14, 8), (14, 9), (14, 10), (14, 11), (14, 12), (14, 13), (14, 14), (15, 15)]",15.414213562373096,15
61,44,"(0, 8)","(15, 7)","[(0, 8), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7), (9, 7), (10, 7), (11, 7), (12, 7), (13, 7), (14, 7), (15, 7)]",15.414213562373096,15
62,67,"(0, 0)","(1, 15)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (1, 15)]",15.414213562373096,15
63,2,"(0, 0)","(15, 7)","[(0, 0), (1, 0), (2, 0), (3, 0), (4, 1), (5, 2), (6, 3), (7, 3), (8, 3), (9, 3), (10, 3), (11, 3), (12, 4), (13, 5), (14, 6), (15, 7)]",17.899494936611667,15
64,7,"(0, 8)","(15, 15)","[(0, 8), (1, 8), (2, 8), (3, 8), (4, 9), (5, 10), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",17.899494936611667,15
65,15,"(4, 15)","(11, 0)","[(4, 15), (4, 14), (4, 13), (4, 12), (5, 11), (6, 10), (7, 9), (7, 8), (7, 7), (7, 6), (7, 5), (7, 4), (8, 3), (9, 2), (10, 1), (11, 0)]",17.899494936611667,15
66,38,"(0, 8)","(15, 15)","[(0, 8), (1, 8), (2, 8), (3, 8), (4, 8), (5, 8), (6, 8), (7, 8), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",17.899494936611667,15
67,43,"(0, 0)","(15, 7)","[(0, 0), (1, 0), (2, 0), (3, 0), (4, 0), (5, 0), (6, 0), (7, 0), (8, 0), (9, 1), (10, 2), (11, 3), (12, 4), (13, 5), (14, 6), (15, 7)]",17.899494936611667,15
68,51,"(4, 15)","(11, 0)","[(4, 15), (4, 14), (4, 13), (4, 12), (4, 11), (4, 10), (4, 9), (4, 8), (4, 7), (5, 6), (6, 5), (7, 4), (8, 3), (9, 2), (10, 1), (11, 0)]",17.899494936611667,15
69,36,"(14, 0)","(1, 15)","[(14, 0), (13, 1), (12, 2), (11, 3), (10, 4), (9, 5), (8, 6), (7, 7), (6, 8), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (1, 14), (1, 15)]",20.384776310850242,15
70,72,"(14, 0)","(1, 15)","[(14, 0), (13, 1), (12, 2), (11, 3), (10, 4), (9, 5), (8, 6), (7, 7), (6, 8), (5, 9), (4, 10), (3, 11), (2, 12), (1, 13), (1, 14), (1, 15)]",20.384776310850242,15
71,1,"(0, 0)","(15, 15)","[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",21.213203435596434,15
72,37,"(0, 0)","(15, 15)","[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 11), (12, 12), (13, 13), (14, 14), (15, 15)]",21.213203435596434,15
