time_step,path_id,nodes,cost,time,completed
1,1,"[(0, 0), (0, 1)]",1.0,1,False
1,2,"[(0, 0), (0, 1)]",1.0,1,False
1,3,"[(0, 0), (0, 1)]",1.0,1,False
1,4,"[(0, 0), (0, 1)]",1.0,1,False
1,5,"[(0, 0), (0, 1)]",1.0,1,False
1,6,"[(0, 0), (0, 1)]",1.0,1,False
1,7,"[(6, 31), (6, 30)]",1.0,1,False
1,8,"[(6, 31), (6, 30)]",1.0,1,False
1,9,"[(6, 31), (6, 30)]",1.0,1,False
1,10,"[(6, 31), (6, 30)]",1.0,1,False
1,11,"[(6, 31), (6, 30)]",1.0,1,False
1,12,"[(6, 31), (6, 30)]",1.0,1,False
1,13,"[(14, 8), (14, 7)]",1.0,1,False
1,14,"[(14, 8), (14, 7)]",1.0,1,False
1,15,"[(14, 8), (14, 7)]",1.0,1,False
1,16,"[(14, 8), (14, 7)]",1.0,1,False
1,17,"[(14, 8), (14, 7)]",1.0,1,False
1,18,"[(14, 8), (14, 7)]",1.0,1,False
1,19,"[(20, 23), (20, 24)]",1.0,1,False
1,20,"[(20, 23), (20, 24)]",1.0,1,False
1,21,"[(20, 23), (20, 24)]",1.0,1,False
1,22,"[(20, 23), (20, 24)]",1.0,1,False
1,23,"[(20, 23), (20, 24)]",1.0,1,False
1,24,"[(20, 23), (20, 24)]",1.0,1,False
1,25,"[(28, 0), (27, 0)]",1.0,1,False
1,26,"[(28, 0), (27, 0)]",1.0,1,False
1,27,"[(28, 0), (27, 0)]",1.0,1,False
1,28,"[(28, 0), (27, 0)]",1.0,1,False
1,29,"[(28, 0), (27, 0)]",1.0,1,False
1,30,"[(28, 0), (27, 0)]",1.0,1,False
1,31,"[(30, 31), (31, 31)]",1.0,1,False
1,32,"[(30, 31), (31, 31)]",1.0,1,False
1,33,"[(30, 31), (31, 31)]",1.0,1,False
1,34,"[(30, 31), (31, 31)]",1.0,1,False
1,35,"[(30, 31), (31, 31)]",1.0,1,False
1,36,"[(30, 31), (31, 31)]",1.0,1,False
1,37,"[(30, 15), (31, 15)]",1.0,1,False
1,38,"[(30, 15), (31, 15)]",1.0,1,False
1,39,"[(30, 15), (31, 15)]",1.0,1,False
1,40,"[(30, 15), (31, 15)]",1.0,1,False
1,41,"[(30, 15), (31, 15)]",1.0,1,False
1,42,"[(30, 15), (31, 15)]",1.0,1,False
1,43,"[(16, 23), (17, 23)]",1.0,1,False
1,44,"[(16, 23), (17, 23)]",1.0,1,False
1,45,"[(16, 23), (17, 23)]",1.0,1,False
1,46,"[(16, 23), (17, 23)]",1.0,1,False
1,47,"[(16, 23), (17, 23)]",1.0,1,False
1,48,"[(16, 23), (17, 23)]",1.0,1,False
1,49,"[(11, 7), (11, 8)]",1.0,1,False
1,50,"[(11, 7), (11, 8)]",1.0,1,False
1,51,"[(11, 7), (11, 8)]",1.0,1,False
1,52,"[(11, 7), (11, 8)]",1.0,1,False
1,53,"[(11, 7), (11, 8)]",1.0,1,False
1,54,"[(11, 7), (11, 8)]",1.0,1,False
1,55,"[(2, 31), (3, 31)]",1.0,1,False
1,56,"[(2, 31), (3, 31)]",1.0,1,False
1,57,"[(2, 31), (3, 31)]",1.0,1,False
1,58,"[(2, 31), (3, 31)]",1.0,1,False
1,59,"[(2, 31), (3, 31)]",1.0,1,False
1,60,"[(2, 31), (3, 31)]",1.0,1,False
2,1,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,2,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,3,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,4,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,5,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,6,"[(0, 0), (0, 1), (1, 1)]",2.0,2,False
2,7,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,8,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,9,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,10,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,11,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,12,"[(14, 8), (14, 7), (13, 7)]",2.0,2,False
2,13,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,14,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,15,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,16,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,17,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,18,"[(20, 23), (20, 24), (19, 24)]",2.0,2,False
2,19,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,20,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,21,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,22,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,23,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,24,"[(28, 0), (28, 1), (29, 1)]",2.0,2,False
2,25,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,26,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,27,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,28,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,29,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,30,"[(29, 15), (30, 15), (31, 15)]",2.0,2,False
2,31,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,32,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,33,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,34,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,35,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,36,"[(15, 23), (16, 23), (17, 23)]",2.0,2,False
2,37,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,38,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,39,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,40,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,41,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,42,"[(11, 6), (11, 7), (11, 8)]",2.0,2,False
2,43,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
2,44,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
2,45,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
2,46,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
2,47,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
2,48,"[(1, 31), (2, 31), (3, 31)]",2.0,2,False
3,1,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,2,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,3,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,4,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,5,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,6,"[(0, 0), (0, 1), (1, 1), (2, 1)]",3.0,3,False
3,7,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,8,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,9,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,10,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,11,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,12,"[(14, 8), (14, 7), (13, 7), (13, 6)]",3.0,3,False
3,13,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,14,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,15,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,16,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,17,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,18,"[(20, 23), (20, 24), (21, 24), (22, 24)]",3.0,3,False
3,19,"[(28, 15), (29, 15), (30, 15), (31, 15)]",3.0,3,False
3,20,"[(28, 15), (29, 15), (30, 15), (31, 15)]",3.0,3,False
3,21,"[(28, 15), (29, 15), (30, 15), (31, 15)]",3.0,3,False
3,22,"[(28, 15), (29, 15), (30, 15), (31, 15)]",3.0,3,False
