rank,path_id,start_node,end_node,nodes,cost,time
17,52,"(14, 8)","(25, 0)","[(14, 8), (14, 7), (14, 6), (14, 5), (14, 4), (14, 3), (14, 2), (14, 1), (14, 0), (15, 0), (16, 0), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",19.0,19
18,62,"(0, 16)","(11, 8)","[(0, 16), (0, 15), (1, 15), (1, 14), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (10, 8), (11, 8)]",19.0,19
19,68,"(0, 16)","(3, 31)","[(0, 16), (1, 16), (1, 17), (1, 18), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (1, 26), (1, 27), (1, 28), (1, 29), (1, 30), (1, 31), (2, 31), (3, 31)]",20.0,20
20,12,"(0, 16)","(3, 31)","[(0, 16), (1, 16), (1, 17), (1, 18), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (0, 25), (0, 26), (1, 26), (1, 27), (1, 28), (1, 29), (1, 30), (1, 31), (2, 31), (3, 31)]",20.0,20
21,22,"(14, 8)","(17, 23)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (17, 15), (18, 15), (18, 16), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",20.0,20
22,58,"(14, 8)","(17, 23)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (17, 15), (18, 15), (18, 16), (18, 17), (18, 18), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",20.0,20
23,16,"(6, 31)","(17, 23)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",21.0,21
24,57,"(6, 31)","(17, 23)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",21.0,21
25,32,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (28, 3), (27, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (26, 9), (26, 10), (26, 11), (26, 12), (26, 13), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",22.0,22
26,48,"(28, 0)","(31, 15)","[(28, 0), (28, 1), (28, 2), (28, 3), (27, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (26, 9), (26, 10), (26, 11), (26, 12), (26, 13), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",22.0,22
27,10,"(0, 16)","(17, 23)","[(0, 16), (1, 16), (1, 17), (1, 18), (1, 19), (2, 19), (2, 20), (3, 20), (4, 20), (4, 21), (5, 21), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",24.0,24
28,20,"(14, 8)","(31, 15)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 13), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",24.0,24
29,29,"(20, 23)","(11, 8)","[(20, 23), (19, 23), (19, 22), (18, 22), (17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (11, 8)]",24.0,24
30,46,"(14, 8)","(31, 15)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 13), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",24.0,24
31,56,"(0, 16)","(17, 23)","[(0, 16), (1, 16), (1, 17), (1, 18), (1, 19), (2, 19), (2, 20), (3, 20), (4, 20), (4, 21), (5, 21), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",24.0,24
32,65,"(20, 23)","(11, 8)","[(20, 23), (19, 23), (19, 22), (18, 22), (17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (12, 21), (12, 20), (12, 19), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (12, 9), (12, 8), (11, 8)]",24.0,24
33,35,"(28, 0)","(11, 8)","[(28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0), (14, 0), (13, 0), (12, 0), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (11, 5), (11, 6), (11, 7), (11, 8)]",25.0,25
34,66,"(28, 0)","(11, 8)","[(28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0), (14, 0), (13, 0), (12, 0), (12, 1), (12, 2), (12, 3), (12, 4), (12, 5), (11, 5), (11, 6), (11, 7), (11, 8)]",25.0,25
35,30,"(20, 23)","(3, 31)","[(20, 23), (19, 23), (19, 22), (18, 22), (17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",27.0,27
36,71,"(20, 23)","(3, 31)","[(20, 23), (19, 23), (19, 22), (18, 22), (17, 22), (16, 22), (15, 22), (14, 22), (13, 22), (12, 22), (11, 22), (10, 22), (9, 22), (8, 22), (7, 22), (6, 22), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",27.0,27
37,27,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (21, 7), (21, 6), (21, 5), (21, 4), (22, 4), (22, 3), (23, 3), (24, 3), (24, 2), (24, 1), (24, 0), (25, 0)]",28.0,28
38,53,"(20, 23)","(25, 0)","[(20, 23), (20, 22), (20, 21), (20, 20), (20, 19), (20, 18), (20, 17), (21, 17), (21, 16), (21, 15), (21, 14), (21, 13), (21, 12), (21, 11), (21, 10), (21, 9), (21, 8), (21, 7), (21, 6), (21, 5), (21, 4), (22, 4), (22, 3), (23, 3), (24, 3), (24, 2), (24, 1), (24, 0), (25, 0)]",28.0,28
39,49,"(0, 0)","(25, 0)","[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (16, 0), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",29.0,29
40,3,"(0, 0)","(25, 0)","[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (16, 0), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",29.0,29
41,17,"(6, 31)","(11, 8)","[(6, 31), (6, 30), (6, 29), (6, 28), (5, 28), (5, 27), (5, 26), (5, 25), (5, 24), (5, 23), (5, 22), (5, 21), (5, 20), (5, 19), (5, 18), (5, 17), (5, 16), (5, 15), (5, 14), (5, 13), (6, 13), (6, 12), (6, 11), (6, 10), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (10, 8), (11, 8)]",30.0,30
42,63,"(6, 31)","(11, 8)","[(6, 31), (6, 30), (6, 29), (6, 28), (5, 28), (5, 27), (5, 26), (5, 25), (5, 24), (5, 23), (5, 22), (5, 21), (5, 20), (5, 19), (5, 18), (5, 17), (5, 16), (5, 15), (5, 14), (5, 13), (6, 13), (6, 12), (6, 11), (6, 10), (7, 10), (7, 9), (8, 9), (9, 9), (10, 9), (10, 8), (11, 8)]",30.0,30
43,13,"(6, 31)","(31, 31)","[(6, 31), (6, 30), (6, 29), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",31.0,31
44,39,"(6, 31)","(31, 31)","[(6, 31), (6, 30), (6, 29), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",31.0,31
45,34,"(28, 0)","(17, 23)","[(28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (24, 1), (24, 2), (24, 3), (23, 3), (22, 3), (22, 4), (21, 4), (21, 5), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (20, 17), (20, 18), (19, 18), (18, 18), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",34.0,34
46,60,"(28, 0)","(17, 23)","[(28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (24, 1), (24, 2), (24, 3), (23, 3), (22, 3), (22, 4), (21, 4), (21, 5), (21, 6), (21, 7), (21, 8), (21, 9), (21, 10), (21, 11), (21, 12), (21, 13), (21, 14), (21, 15), (21, 16), (21, 17), (20, 17), (20, 18), (19, 18), (18, 18), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23)]",34.0,34
47,24,"(14, 8)","(3, 31)","[(14, 8), (15, 8), (15, 9), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (11, 11), (10, 11), (9, 11), (9, 12), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",36.0,36
48,70,"(14, 8)","(3, 31)","[(14, 8), (15, 8), (15, 9), (15, 10), (14, 10), (13, 10), (12, 10), (11, 10), (11, 11), (10, 11), (9, 11), (9, 12), (8, 12), (7, 12), (6, 12), (6, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",36.0,36
49,67,"(0, 0)","(3, 31)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 12), (4, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",38.0,38
50,6,"(0, 0)","(3, 31)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 12), (4, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",38.0,38
51,31,"(28, 0)","(31, 31)","[(28, 0), (28, 1), (28, 2), (28, 3), (27, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (26, 9), (26, 10), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (26, 24), (26, 25), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",38.0,38
52,42,"(28, 0)","(31, 31)","[(28, 0), (28, 1), (28, 2), (28, 3), (27, 3), (27, 4), (27, 5), (27, 6), (27, 7), (27, 8), (27, 9), (26, 9), (26, 10), (26, 11), (26, 12), (26, 13), (26, 14), (26, 15), (26, 16), (26, 17), (26, 18), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (26, 24), (26, 25), (27, 25), (27, 26), (27, 27), (27, 28), (27, 29), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",38.0,38
53,19,"(14, 8)","(31, 31)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (17, 15), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",40.0,40
54,55,"(0, 0)","(17, 23)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 12), (4, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",40.0,40
55,4,"(0, 0)","(17, 23)","[(0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (1, 6), (2, 6), (2, 7), (3, 7), (3, 8), (3, 9), (3, 10), (3, 11), (3, 12), (4, 12), (4, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (16, 22), (16, 23), (17, 23)]",40.0,40
56,8,"(0, 16)","(31, 15)","[(0, 16), (1, 16), (1, 17), (1, 18), (2, 18), (3, 18), (4, 18), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (14, 20), (15, 20), (16, 20), (17, 20), (17, 19), (17, 18), (18, 18), (19, 18), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (27, 17), (28, 17), (28, 16), (29, 16), (29, 15), (30, 15), (31, 15)]",40.0,40
57,40,"(14, 8)","(31, 31)","[(14, 8), (15, 8), (15, 9), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (17, 13), (17, 14), (17, 15), (18, 15), (18, 16), (18, 17), (18, 18), (18, 19), (19, 19), (19, 20), (19, 21), (19, 22), (19, 23), (19, 24), (19, 25), (19, 26), (19, 27), (19, 28), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",40.0,40
58,44,"(0, 16)","(31, 15)","[(0, 16), (1, 16), (1, 17), (1, 18), (2, 18), (3, 18), (4, 18), (4, 19), (5, 19), (6, 19), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (12, 19), (13, 19), (14, 19), (14, 20), (15, 20), (16, 20), (17, 20), (17, 19), (17, 18), (18, 18), (19, 18), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (27, 17), (28, 17), (28, 16), (29, 16), (29, 15), (30, 15), (31, 15)]",40.0,40
59,9,"(0, 16)","(25, 0)","[(0, 16), (0, 15), (1, 15), (1, 14), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (2, 9), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (16, 0), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",41.0,41
60,50,"(0, 16)","(25, 0)","[(0, 16), (0, 15), (1, 15), (1, 14), (1, 13), (2, 13), (2, 12), (2, 11), (2, 10), (2, 9), (3, 9), (3, 8), (3, 7), (3, 6), (3, 5), (3, 4), (3, 3), (3, 2), (4, 2), (5, 2), (5, 1), (6, 1), (6, 0), (7, 0), (8, 0), (9, 0), (10, 0), (11, 0), (12, 0), (13, 0), (14, 0), (15, 0), (16, 0), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",41.0,41
61,14,"(6, 31)","(31, 15)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (15, 21), (15, 20), (16, 20), (17, 20), (17, 19), (17, 18), (18, 18), (19, 18), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (27, 17), (28, 17), (28, 16), (29, 16), (29, 15), (30, 15), (31, 15)]",41.0,41
62,45,"(6, 31)","(31, 15)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (8, 22), (9, 22), (10, 22), (11, 22), (12, 22), (13, 22), (14, 22), (15, 22), (15, 21), (15, 20), (16, 20), (17, 20), (17, 19), (17, 18), (18, 18), (19, 18), (20, 18), (20, 17), (21, 17), (22, 17), (23, 17), (24, 17), (25, 17), (26, 17), (27, 17), (28, 17), (28, 16), (29, 16), (29, 15), (30, 15), (31, 15)]",41.0,41
63,38,"(0, 16)","(31, 31)","[(0, 16), (1, 16), (1, 17), (1, 18), (1, 19), (2, 19), (2, 20), (3, 20), (4, 20), (4, 21), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",46.0,46
64,43,"(0, 0)","(31, 15)","[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3), (9, 3), (9, 4), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (11, 8), (12, 8), (12, 9), (12, 10), (13, 10), (14, 10), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 13), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",46.0,46
65,2,"(0, 0)","(31, 15)","[(0, 0), (0, 1), (0, 2), (1, 2), (2, 2), (3, 2), (4, 2), (5, 2), (6, 2), (6, 3), (7, 3), (8, 3), (9, 3), (9, 4), (9, 5), (10, 5), (10, 6), (10, 7), (10, 8), (11, 8), (12, 8), (12, 9), (12, 10), (13, 10), (14, 10), (15, 10), (15, 11), (16, 11), (16, 12), (17, 12), (18, 12), (19, 12), (20, 12), (21, 12), (21, 13), (21, 14), (22, 14), (23, 14), (24, 14), (25, 14), (26, 14), (27, 14), (28, 14), (29, 14), (29, 15), (30, 15), (31, 15)]",46.0,46
66,7,"(0, 16)","(31, 31)","[(0, 16), (1, 16), (1, 17), (1, 18), (1, 19), (2, 19), (2, 20), (3, 20), (4, 20), (4, 21), (5, 21), (5, 22), (5, 23), (5, 24), (5, 25), (5, 26), (5, 27), (5, 28), (6, 28), (7, 28), (8, 28), (9, 28), (10, 28), (11, 28), (12, 28), (12, 29), (13, 29), (14, 29), (15, 29), (16, 29), (17, 29), (18, 29), (19, 29), (20, 29), (21, 29), (22, 29), (23, 29), (24, 29), (25, 29), (26, 29), (26, 30), (27, 30), (28, 30), (28, 31), (29, 31), (30, 31), (31, 31)]",46.0,46
67,15,"(6, 31)","(25, 0)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (7, 21), (7, 20), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (11, 18), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (13, 10), (14, 10), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6), (15, 5), (15, 4), (15, 3), (15, 2), (16, 2), (17, 2), (17, 1), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",50.0,50
68,51,"(6, 31)","(25, 0)","[(6, 31), (6, 30), (6, 29), (6, 28), (6, 27), (6, 26), (6, 25), (6, 24), (6, 23), (6, 22), (7, 22), (7, 21), (7, 20), (7, 19), (8, 19), (9, 19), (10, 19), (11, 19), (11, 18), (12, 18), (12, 17), (12, 16), (12, 15), (12, 14), (12, 13), (12, 12), (12, 11), (12, 10), (13, 10), (14, 10), (15, 10), (15, 9), (15, 8), (15, 7), (15, 6), (15, 5), (15, 4), (15, 3), (15, 2), (16, 2), (17, 2), (17, 1), (17, 0), (18, 0), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0)]",50.0,50
69,72,"(28, 0)","(3, 31)","[(28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0), (14, 0), (13, 0), (12, 0), (11, 0), (10, 0), (9, 0), (8, 0), (7, 0), (7, 1), (7, 2), (7, 3), (7, 4), (7, 5), (7, 6), (7, 7), (7, 8), (7, 9), (7, 10), (6, 10), (6, 11), (6, 12), (6, 13), (5, 13), (5, 14), (5, 15), (5, 16), (5, 17), (5, 18), (5, 19), (5, 20), (5, 21), (5, 22), (5, 23), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (3, 31)]",56.0,56
